id,key,value,type
244083655,UNI,10072058,gns
244083655,en,Wuhou,name
244083655,vi,Vũ Hầu,name
244083655,zh,武侯区,name
244083655,ADM1,32,gns
244083655,zh_pinyin,Wuhou Qu,name
244083656,name,金牛区,regular
244083656,place,suburb,regular
244083656,DSG,ADM3,gns
244083656,UFI,10006610,gns
244083656,UNI,10072057,gns
244083656,en,Jinniu,name
244083656,vi,Kim Ngưu,name
244083656,zh,金牛区,name
244083656,ADM1,32,gns
244083656,zh_pinyin,Jinniu Qu,name
265409436,created_by,JOSM,regular
265409437,created_by,JOSM,regular
265409438,created_by,JOSM,regular
265409439,created_by,JOSM,regular
265409440,created_by,JOSM,regular
265409614,created_by,JOSM,regular
265409615,created_by,JOSM,regular
265409616,created_by,JOSM,regular
265409617,created_by,JOSM,regular
265409618,created_by,JOSM,regular
265409619,created_by,JOSM,regular
265409620,created_by,JOSM,regular
265409621,created_by,JOSM,regular
265409622,created_by,JOSM,regular
265409623,created_by,JOSM,regular
265409624,created_by,JOSM,regular
265409625,created_by,JOSM,regular
265409626,created_by,JOSM,regular
265409627,created_by,JOSM,regular
265409629,created_by,JOSM,regular
265409638,created_by,JOSM,regular
265409639,created_by,JOSM,regular
265409640,created_by,JOSM,regular
265409641,created_by,JOSM,regular
265409642,created_by,JOSM,regular
265409643,created_by,JOSM,regular
265409644,created_by,JOSM,regular
265409645,created_by,JOSM,regular
265409646,created_by,JOSM,regular
265409647,created_by,JOSM,regular
265409648,created_by,JOSM,regular
265409649,created_by,JOSM,regular
265409650,created_by,JOSM,regular
265409651,created_by,JOSM,regular
265409652,created_by,JOSM,regular
265409653,created_by,JOSM,regular
265409654,created_by,JOSM,regular
265409655,created_by,JOSM,regular
265409656,created_by,JOSM,regular
265409657,created_by,JOSM,regular
265409658,created_by,JOSM,regular
265409659,created_by,JOSM,regular
265409660,created_by,JOSM,regular
265409661,created_by,JOSM,regular
265409662,created_by,JOSM,regular
265409663,created_by,JOSM,regular
265409664,created_by,JOSM,regular
265409665,created_by,JOSM,regular
265409666,created_by,JOSM,regular
265409667,created_by,JOSM,regular
265409668,created_by,JOSM,regular
265409669,created_by,JOSM,regular
265409670,created_by,JOSM,regular
265409671,created_by,JOSM,regular
265409672,created_by,JOSM,regular
265409673,created_by,JOSM,regular
265409674,created_by,JOSM,regular
265409675,created_by,JOSM,regular
265409676,created_by,JOSM,regular
265409677,created_by,JOSM,regular
265409678,created_by,JOSM,regular
265409679,created_by,JOSM,regular
265409680,created_by,JOSM,regular
265409681,created_by,JOSM,regular
265409682,created_by,JOSM,regular
265409683,created_by,JOSM,regular
265409684,created_by,JOSM,regular
265409685,created_by,JOSM,regular
265409686,created_by,JOSM,regular
265409687,created_by,JOSM,regular
265409688,created_by,JOSM,regular
265409689,created_by,JOSM,regular
265409690,created_by,JOSM,regular
265409691,created_by,JOSM,regular
265409692,created_by,JOSM,regular
265409693,created_by,JOSM,regular
265409694,created_by,JOSM,regular
265409695,created_by,JOSM,regular
265409696,created_by,JOSM,regular
265409697,created_by,JOSM,regular
265409698,created_by,JOSM,regular
265409699,created_by,JOSM,regular
265409700,created_by,JOSM,regular
265409701,created_by,JOSM,regular
265409702,created_by,JOSM,regular
265409703,created_by,JOSM,regular
265409704,created_by,JOSM,regular
265409705,created_by,JOSM,regular
265409706,created_by,JOSM,regular
265409707,created_by,JOSM,regular
265409708,created_by,JOSM,regular
265409709,created_by,JOSM,regular
265409710,created_by,JOSM,regular
265409711,created_by,JOSM,regular
265409712,created_by,JOSM,regular
265409713,created_by,JOSM,regular
265409714,created_by,JOSM,regular
265409715,created_by,JOSM,regular
265409716,created_by,JOSM,regular
265409717,created_by,JOSM,regular
265409718,created_by,JOSM,regular
265409719,created_by,JOSM,regular
265409720,created_by,JOSM,regular
265409721,created_by,JOSM,regular
265409722,created_by,JOSM,regular
265409723,created_by,JOSM,regular
265409724,created_by,JOSM,regular
265409725,created_by,JOSM,regular
265409726,created_by,JOSM,regular
265409727,created_by,JOSM,regular
265409728,created_by,JOSM,regular
265409729,created_by,JOSM,regular
265409730,created_by,JOSM,regular
265409731,created_by,JOSM,regular
265409732,created_by,JOSM,regular
265409733,created_by,JOSM,regular
265409734,created_by,JOSM,regular
265409735,created_by,JOSM,regular
265409736,created_by,JOSM,regular
265409737,created_by,JOSM,regular
265409738,created_by,JOSM,regular
265409739,created_by,JOSM,regular
265409740,created_by,JOSM,regular
265409741,created_by,JOSM,regular
265409742,created_by,JOSM,regular
265409743,created_by,JOSM,regular
265409744,created_by,JOSM,regular
265409745,created_by,JOSM,regular
265409746,created_by,JOSM,regular
265409747,created_by,JOSM,regular
265409748,created_by,JOSM,regular
265409749,created_by,JOSM,regular
265409750,created_by,JOSM,regular
265409881,created_by,JOSM,regular
265409882,created_by,JOSM,regular
265409883,created_by,JOSM,regular
265409884,created_by,JOSM,regular
265409885,created_by,JOSM,regular
265409886,created_by,JOSM,regular
265409887,created_by,JOSM,regular
265409888,created_by,JOSM,regular
265409889,created_by,JOSM,regular
265409890,created_by,JOSM,regular
265409891,created_by,JOSM,regular
265409892,created_by,JOSM,regular
265409895,created_by,JOSM,regular
265410940,created_by,JOSM,regular
265410942,created_by,JOSM,regular
265410960,created_by,JOSM,regular
265413940,created_by,JOSM,regular
265413941,created_by,JOSM,regular
265413942,created_by,JOSM,regular
265413943,created_by,JOSM,regular
265413944,created_by,JOSM,regular
265413945,created_by,JOSM,regular
265413972,created_by,JOSM,regular
265413973,created_by,JOSM,regular
265413974,created_by,JOSM,regular
265413975,created_by,JOSM,regular
265413976,created_by,JOSM,regular
265413977,created_by,JOSM,regular
265413978,created_by,JOSM,regular
265413979,created_by,JOSM,regular
265413980,created_by,JOSM,regular
265413981,created_by,JOSM,regular
265413982,created_by,JOSM,regular
265413983,created_by,JOSM,regular
265413984,created_by,JOSM,regular
265413985,created_by,JOSM,regular
265413986,created_by,JOSM,regular
265413987,created_by,JOSM,regular
265413988,created_by,JOSM,regular
265413989,created_by,JOSM,regular
265413990,created_by,JOSM,regular
265413991,created_by,JOSM,regular
265413992,created_by,JOSM,regular
265413993,created_by,JOSM,regular
265413994,created_by,JOSM,regular
265413995,created_by,JOSM,regular
265413996,created_by,JOSM,regular
265413997,created_by,JOSM,regular
265413998,created_by,JOSM,regular
265413999,created_by,JOSM,regular
265414000,created_by,JOSM,regular
265414001,created_by,JOSM,regular
265414002,created_by,JOSM,regular
265414003,created_by,JOSM,regular
265414045,created_by,JOSM,regular
265414052,created_by,JOSM,regular
265414053,created_by,JOSM,regular
265414054,created_by,JOSM,regular
265414055,created_by,JOSM,regular
265414056,created_by,JOSM,regular
265414057,created_by,JOSM,regular
265414058,created_by,JOSM,regular
265414066,created_by,JOSM,regular
265414067,created_by,JOSM,regular
265414068,created_by,JOSM,regular
265414069,created_by,JOSM,regular
265414070,created_by,JOSM,regular
265414071,created_by,JOSM,regular
265414072,created_by,JOSM,regular
265414074,created_by,JOSM,regular
265414075,created_by,JOSM,regular
265414076,created_by,JOSM,regular
265414077,created_by,JOSM,regular
265414078,created_by,JOSM,regular
265414079,created_by,JOSM,regular
265414080,created_by,JOSM,regular
265414081,created_by,JOSM,regular
265414084,created_by,JOSM,regular
265414085,created_by,JOSM,regular
265414086,created_by,JOSM,regular
265414087,created_by,JOSM,regular
265414088,created_by,JOSM,regular
265414168,created_by,JOSM,regular
265414169,created_by,JOSM,regular
265414170,created_by,JOSM,regular
265414171,created_by,JOSM,regular
265414173,created_by,JOSM,regular
265414174,created_by,JOSM,regular
265414236,created_by,JOSM,regular
265414237,created_by,JOSM,regular
265414238,created_by,JOSM,regular
265414239,created_by,JOSM,regular
265414240,created_by,JOSM,regular
265414241,created_by,JOSM,regular
265414242,created_by,JOSM,regular
265414243,created_by,JOSM,regular
265414244,created_by,JOSM,regular
265414245,created_by,JOSM,regular
265414246,created_by,JOSM,regular
265414247,created_by,JOSM,regular
265414251,created_by,JOSM,regular
265414252,created_by,JOSM,regular
265414253,created_by,JOSM,regular
265414254,created_by,JOSM,regular
265414255,created_by,JOSM,regular
265414256,created_by,JOSM,regular
265414257,created_by,JOSM,regular
265414258,created_by,JOSM,regular
265414259,created_by,JOSM,regular
265414260,created_by,JOSM,regular
265414261,created_by,JOSM,regular
265414262,created_by,JOSM,regular
265414263,created_by,JOSM,regular
265414264,created_by,JOSM,regular
265414265,created_by,JOSM,regular
265414266,created_by,JOSM,regular
265414267,created_by,JOSM,regular
265414268,created_by,JOSM,regular
265414269,created_by,JOSM,regular
265414270,created_by,JOSM,regular
265414271,created_by,JOSM,regular
265414272,created_by,JOSM,regular
265414273,created_by,JOSM,regular
265414274,created_by,JOSM,regular
265414275,created_by,JOSM,regular
265414276,created_by,JOSM,regular
265414278,created_by,JOSM,regular
265414279,created_by,JOSM,regular
265414280,created_by,JOSM,regular
265414281,created_by,JOSM,regular
265414392,created_by,JOSM,regular
265414393,created_by,JOSM,regular
265414394,created_by,JOSM,regular
265414395,created_by,JOSM,regular
265414399,created_by,JOSM,regular
265414400,created_by,JOSM,regular
265414401,created_by,JOSM,regular
265414402,created_by,JOSM,regular
265414403,created_by,JOSM,regular
265414404,created_by,JOSM,regular
265414405,created_by,JOSM,regular
265414406,created_by,JOSM,regular
265414407,created_by,JOSM,regular
265414408,created_by,JOSM,regular
265414409,created_by,JOSM,regular
265414410,created_by,JOSM,regular
265414411,created_by,JOSM,regular
265414412,created_by,JOSM,regular
265414413,created_by,JOSM,regular
265414414,created_by,JOSM,regular
265414415,created_by,JOSM,regular
265414416,created_by,JOSM,regular
265414417,created_by,JOSM,regular
265414418,created_by,JOSM,regular
265414419,created_by,JOSM,regular
265414420,created_by,JOSM,regular
265414421,created_by,JOSM,regular
265414422,created_by,JOSM,regular
265414423,created_by,JOSM,regular
265414424,created_by,JOSM,regular
265414425,created_by,JOSM,regular
265414452,created_by,JOSM,regular
265414472,created_by,JOSM,regular
265414482,created_by,JOSM,regular
265414493,created_by,JOSM,regular
265414504,created_by,JOSM,regular
265414514,created_by,JOSM,regular
265414525,created_by,JOSM,regular
265414529,created_by,JOSM,regular
265414530,created_by,JOSM,regular
265414531,created_by,JOSM,regular
265414532,created_by,JOSM,regular
265414533,created_by,JOSM,regular
265414534,created_by,JOSM,regular
265414535,created_by,JOSM,regular
265414536,created_by,JOSM,regular
265414537,created_by,JOSM,regular
265414538,created_by,JOSM,regular
265414539,created_by,JOSM,regular
265414540,created_by,JOSM,regular
265414541,created_by,JOSM,regular
265414542,created_by,JOSM,regular
265414543,created_by,JOSM,regular
265414544,created_by,JOSM,regular
265414545,created_by,JOSM,regular
265414546,created_by,JOSM,regular
265414547,created_by,JOSM,regular
265414548,created_by,JOSM,regular
265414549,created_by,JOSM,regular
265414550,created_by,JOSM,regular
265414551,created_by,JOSM,regular
265414552,created_by,JOSM,regular
265414553,created_by,JOSM,regular
265414554,created_by,JOSM,regular
265414556,created_by,JOSM,regular
265414557,created_by,JOSM,regular
265417876,created_by,JOSM,regular
265417877,created_by,JOSM,regular
265417879,created_by,JOSM,regular
265417883,created_by,JOSM,regular
265417886,created_by,JOSM,regular
265417927,created_by,JOSM,regular
265417929,created_by,JOSM,regular
265417930,created_by,JOSM,regular
265417935,created_by,JOSM,regular
265446616,created_by,JOSM,regular
265446617,created_by,JOSM,regular
265446619,created_by,JOSM,regular
265446621,created_by,JOSM,regular
265446623,created_by,JOSM,regular
265446624,created_by,JOSM,regular
265446626,created_by,JOSM,regular
265446628,created_by,JOSM,regular
265446629,created_by,JOSM,regular
265446631,created_by,JOSM,regular
265446633,created_by,JOSM,regular
265446635,created_by,JOSM,regular
265446636,created_by,JOSM,regular
265446638,created_by,JOSM,regular
265446640,created_by,JOSM,regular
265446642,created_by,JOSM,regular
265446643,created_by,JOSM,regular
265446645,created_by,JOSM,regular
265446647,created_by,JOSM,regular
265446649,created_by,JOSM,regular
265446651,created_by,JOSM,regular
265446652,created_by,JOSM,regular
265446654,created_by,JOSM,regular
265446656,created_by,JOSM,regular
265446658,created_by,JOSM,regular
265446660,created_by,JOSM,regular
265446662,created_by,JOSM,regular
265446663,created_by,JOSM,regular
265446665,created_by,JOSM,regular
265446667,created_by,JOSM,regular
265446668,created_by,JOSM,regular
265446670,created_by,JOSM,regular
265446672,created_by,JOSM,regular
265446673,created_by,JOSM,regular
265446675,created_by,JOSM,regular
265446677,created_by,JOSM,regular
265446679,created_by,JOSM,regular
265446680,created_by,JOSM,regular
265446682,created_by,JOSM,regular
265446684,created_by,JOSM,regular
265446686,created_by,JOSM,regular
265446688,created_by,JOSM,regular
265446690,created_by,JOSM,regular
265446692,created_by,JOSM,regular
265446694,created_by,JOSM,regular
265446695,created_by,JOSM,regular
265446697,created_by,JOSM,regular
265446698,created_by,JOSM,regular
265446754,created_by,JOSM,regular
265446755,created_by,JOSM,regular
265446780,created_by,JOSM,regular
265446781,created_by,JOSM,regular
265446782,created_by,JOSM,regular
265446784,created_by,JOSM,regular
265446785,created_by,JOSM,regular
265446786,created_by,JOSM,regular
265446787,created_by,JOSM,regular
265446788,created_by,JOSM,regular
265446789,created_by,JOSM,regular
265446790,created_by,JOSM,regular
265446791,created_by,JOSM,regular
265446792,created_by,JOSM,regular
265446793,created_by,JOSM,regular
265446794,created_by,JOSM,regular
265446795,created_by,JOSM,regular
265446821,created_by,JOSM,regular
265446822,created_by,JOSM,regular
265446824,created_by,JOSM,regular
265446829,created_by,JOSM,regular
265446830,created_by,JOSM,regular
265446831,created_by,JOSM,regular
265446832,created_by,JOSM,regular
265446833,created_by,JOSM,regular
265446834,created_by,JOSM,regular
265446835,created_by,JOSM,regular
265446836,created_by,JOSM,regular
265446837,created_by,JOSM,regular
265446838,created_by,JOSM,regular
265446839,created_by,JOSM,regular
265446840,created_by,JOSM,regular
265446841,created_by,JOSM,regular
265446842,created_by,JOSM,regular
265446843,created_by,JOSM,regular
265446844,created_by,JOSM,regular
265446845,created_by,JOSM,regular
265446846,created_by,JOSM,regular
265446847,created_by,JOSM,regular
265446848,created_by,JOSM,regular
265446849,created_by,JOSM,regular
276562482,type,public,aerodrome
276562482,aeroway,aerodrome,regular
276562482,closest_town,Chengdu,regular
276562482,ele,495,regular
276562482,iata,CTU,regular
276562482,icao,ZUUU,regular
276562482,int_name,Chengdu Shuangliu International Airport,regular
276562482,name,成都双流国际机场,regular
276562482,name_1,Chengdu Airport,regular
276562482,en,Chengdu Shuangliu International Airport,name
276562482,zh,成都双流国际机场,name
276562482,zh_pinyin,Chéngdū Shuāngliú Guójì Jīchǎng,name
276562482,operator,Government,regular
276562482,ref,CTU,regular
276562482,source,wikipedia/http://air.jctrans.com/zhishi/news-1074457.html,regular
276562482,wikidata,Q387560,regular
276562482,wikipedia,en:Chengdu Shuangliu International Airport,regular
314613878,barrier,toll_booth,regular
314613979,barrier,toll_booth,regular
314623141,name,Jin Li,regular
314623141,zh,锦里,name
314623141,tourism,attraction,regular
314655387,name,China Construction Bank,regular
314655387,amenity,bank,regular
314655392,name,China Construction Bank,regular
314655392,amenity,bank,regular
314655397,amenity,fuel,regular
314655397,operator,Shell,regular
314655401,name,China Construction Bank,regular
314655401,amenity,bank,regular
314655406,name,China Merchant's Bank,regular
314655406,amenity,bank,regular
314655411,name,China Merchant's Bank,regular
314655411,amenity,bank,regular
314657677,amenity,fuel,regular
314657677,operator,Shell,regular
314659751,amenity,fuel,regular
318083397,highway,motorway_junction,regular
337539235,name,Orient Home,regular
337539235,shop,doityourself,regular
337539248,highway,bus_stop,regular
337539297,highway,bus_stop,regular
337539311,highway,bus_stop,regular
337539990,highway,bus_stop,regular
337540009,name,He's,regular
337540009,amenity,restaurant,regular
337540009,cuisine,barbecue,regular
337540025,highway,bus_stop,regular
337540039,highway,bus_stop,regular
337540054,shop,furniture,regular
338246753,highway,bus_stop,regular
338246762,amenity,fuel,regular
338246770,highway,bus_stop,regular
338246776,highway,bus_stop,regular
338246785,highway,bus_stop,regular
432429421,railway,level_crossing,regular
432452653,width,74,regular
441159467,highway,motorway_junction,regular
441159525,highway,motorway_junction,regular
441187240,highway,traffic_signals,regular
471178015,man_made,tower,regular
529948333,railway,switch,regular
529990349,name,安靖站,regular
529990349,railway,station,regular
530675779,switch,default,railway
603391118,barrier,toll_booth,regular
603391119,barrier,toll_booth,regular
603391333,barrier,toll_booth,regular
603391336,barrier,toll_booth,regular
603391366,name,广汉市汽车客运中心,regular
603391366,amenity,bus_station,regular
603391366,en,Guang Han Bus Center,name
603415287,name,昭觉寺汽车站 Zhaoju Temple Bus Station,regular
603415287,amenity,bus_station,regular
628636517,highway,motorway_junction,regular
628641786,name,Hello Chengdu International Youth Hostel,regular
628641786,tourism,hotel,regular
672360898,highway,crossing,regular
672395987,barrier,toll_booth,regular
707631096,highway,traffic_signals,regular
707631096,traffic_signals,signal,regular
731039559,barrier,toll_booth,regular
731039671,barrier,toll_booth,regular
796679598,amenity,fire_station,regular
817358153,source,Mapbox,regular
817358153,waterway,weir,regular
817358460,source,Mapbox,regular
817358460,waterway,weir,regular
841636197,railway,level_crossing,regular
841636199,railway,level_crossing,regular
868702233,aerialway,pylon,regular
868702409,aerialway,pylon,regular
868702413,aerialway,pylon,regular
868702732,aerialway,station,regular
868703353,foot,yes,regular
868703353,barrier,entrance,regular
868703353,bicycle,yes,regular
868703423,aerialway,pylon,regular
868703787,aerialway,station,regular
963549468,width,80,regular
963549468,waterway,weir,regular
963549555,width,81,regular
963638436,highway,bus_stop,regular
963638441,name,中西顺城街,regular
963638441,highway,bus_stop,regular
963638442,highway,bus_stop,regular
963638445,highway,bus_stop,regular
963638446,highway,bus_stop,regular
963638447,highway,bus_stop,regular
963638449,highway,bus_stop,regular
963638450,highway,bus_stop,regular
963638452,highway,bus_stop,regular
963638455,highway,bus_stop,regular
963638457,highway,bus_stop,regular
963638458,name,纱帽街站,regular
963638458,highway,bus_stop,regular
963638459,highway,bus_stop,regular
963638460,highway,bus_stop,regular
963638461,highway,bus_stop,regular
963638462,highway,bus_stop,regular
963638463,highway,bus_stop,regular
963638464,highway,bus_stop,regular
963638467,name,盐市口站,regular
963638467,highway,bus_stop,regular
963638467,en,Yanshikou,name
963638467,zh,盐市口站,name
963638468,highway,bus_stop,regular
963638470,highway,bus_stop,regular
963638472,highway,bus_stop,regular
963638473,name,纱帽街站,regular
963638473,highway,bus_stop,regular
963638474,highway,bus_stop,regular
963638475,highway,bus_stop,regular
963638476,highway,bus_stop,regular
963638477,name,会展中心,regular
963638477,highway,bus_stop,regular
964563904,access,yes,regular
964563904,barrier,gate,regular
964563905,access,yes,regular
964563905,barrier,gate,regular
964563913,access,yes,regular
964563913,barrier,gate,regular
964563918,access,yes,regular
964563918,barrier,gate,regular
964602483,name,川师南大门,regular
964602483,highway,bus_stop,regular
964602483,de,Süd Tor der Sichuan Normal University,name
964602483,en,South gate of Sichuan Normal University,name
964602500,name,川师南大门,regular
964602500,highway,bus_stop,regular
964602500,de,Süd Tor der Sichuan Normal University,name
964602500,en,South gate of Sichuan Normal University,name
964666283,access,yes,regular
964666283,barrier,gate,regular
964712191,height,10,regular
964712191,natural,tree,regular
964900920,foot,yes,regular
964900920,barrier,bollard,regular
964900920,bicycle,yes,regular
964900920,motorcycle,yes,regular
964900970,foot,yes,regular
964900970,barrier,bollard,regular
964900970,bicycle,yes,regular
964900970,motorcycle,yes,regular
964900973,atm,yes,regular
964900973,name,Bank of China,regular
964900973,amenity,bank,regular
964900973,en,Bank of China,name
964900973,opening_hours,Mo-Su 08:30-18:00,regular
964900997,foot,yes,regular
964900997,barrier,bollard,regular
964900997,bicycle,yes,regular
964900997,motorcycle,yes,regular
964933205,man_made,flagpole,regular
964933216,amenity,library,regular
964933218,name,孔子,regular
964933218,de,Konfuzius,name
964933218,en,Confucius,name
964933218,historic,monument,regular
965541749,amenity,bench,regular
965541754,amenity,bench,regular
965541755,amenity,bench,regular
965541756,amenity,bench,regular
965541757,amenity,bench,regular
965541760,amenity,bench,regular
965541762,amenity,bench,regular
965541763,amenity,bench,regular
965541764,amenity,bench,regular
965541767,amenity,bench,regular
965541769,amenity,bench,regular
967688772,foot,no,regular
967688772,barrier,lift_gate,regular
967688772,bicycle,yes,regular
967688772,motorcar,yes,regular
967688772,motorcycle,yes,regular
967688789,amenity,telephone,regular
967688793,foot,no,regular
967688793,barrier,lift_gate,regular
967688793,bicycle,yes,regular
967688793,motorcar,yes,regular
967688793,motorcycle,yes,regular
1003921259,name,西南交通大学 - Xinan Jiaotong University,regular
1003921259,amenity,school,regular
1003921259,en,Southwest Jiaotong University,name
1003921259,fr,Université des transports du Sud-Ouest,name
1003921259,zh,西南交通大学,name
1003921265,name,西南交通大学南门,regular
1003921265,barrier,gate,regular
1003921265,en,Southwest Jiaotong University South Gate,name
1003921265,zh,西南交通大学南门,name
1003921273,name,西南交通大学西门,regular
1003921273,barrier,gate,regular
1003921273,en,South West Jiaotong University West Gate,name
1003921273,zh,西南交通大学西门,name
1003921279,name,西南交通大学北门,regular
1003921279,barrier,gate,regular
1003921279,en,Southwest Jiaotong University North Gate,name
1003921279,zh,西南交通大学北门 - Southwest Jiaotong University North Gate,name
1003921284,name,西南交通大学东门,regular
1003921284,barrier,gate,regular
1003921284,en,Southwest Jiaotong University East Gate,name
1003921284,zh,西南交通大学东门,name
1003930254,name,毛主席像,regular
1003930254,en,Chairman Mao statue,name
1003930254,zh,毛主席像,name
1003930254,tourism,attraction,regular
